Content,Source,label
"Airbus has secured extended twin-engined operations clearance beyond 3h for the A350-1000.

The -1000 is the larger of the two A350 family variants, and is powered by the Rolls-Royce Trent XWB-97 engine.

Rolls-Royce obtained initial certification for the XWB-97 from the European Aviation Safety Agency at the end of August last year.

EASA subsequently granted 120min ETOPS approval to the A350-1000 in February this year, and 180min approval in mid-June.

But type certificate documentation from the regulator shows this was upgraded to beyond-180min clearance on 6 July.

EASA lists a maximum diversion duration of 420min for the Trent XWB-97, including 405min at maximum continuous thrust plus 15min at hold thrust.

Three A350-1000s have been delivered, comprising two for Qatar Airways – the more recent on 30 June – and a single aircraft for Cathay Pacific.

EASA approved the smaller A350-900 for beyond-180min ETOPS in October 2014.

Rolls-Royce says the Trent XWB has newly surpassed an accumulated 2 million flight hours, shortly after the company took total deliveries of the powerplant family to 500 engines.

“We have enjoyed the smoothest entry into service of any widebody engine and we continue to see the engine achieving market-leading levels of reliability,” says Trent XWB programme director Gareth Davies.

Rolls-Royce says the engine has achieved despatch reliability of 99.9% and zero in-flight shutdowns.

Get all the coverage from the Farnborough air show on our dedicated event page",Flight Global,0
"Boeing is the most powerful brand in aerospace and defence. That claim may hardly be surprising, given that it is also the biggest company. In fact, according to a new survey by brand valuation and strategy consultancy Brand Finance, the top 10 most valuable brands in the industry belong to 10 of the largest businesses by turnover, as ranked by FlightGlobal’s Top 100. However, what is revealing is that Brand Finance reckons Boeing's brand is worth just short of $20 billion, more than $3.5 billion more than it was valued at in 2017, and almost $9 billion more than arch-rival Airbus.

The increase in the Chicago-based company’s brand equity is down to several factors, says the consultancy. These include the fact that it passed the 1,000-order mark with the 787 and commenced production of the 777X, and, just as the report was being published, announced its new joint venture with Embraer on commercial aircraft.

The reason for the gap with Airbus is largely Boeing's strong defence business at a time when military budgets are increasing in the USA and around the world, says Brand Finance.

Get all the coverage from the Farnborough air show on our dedicated event page

The third-most powerful brand in aerospace is defence giant Lockheed Martin, with a value of $8.3 billion. The rest of the top 10 – General Dynamics, Northrop Grumman, Safran, Rolls-Royce, BAE Systems, Raytheon, and United Technologies – have a brand value rated at between $3.4 billion and $4.7 billion. Although Brand Finance estimates that the value of each company in the top 10 has risen between 2017 and the current year, seventh-placed Rolls-Royce and ninth-placed Raytheon have slipped in the ranking.

RISING STAR

Within the top 10, aero engines to landing gear manufacturer Safran is the biggest riser, up by one-third on its 2017 value, with Brand Finance attributing some of that to the completion of its acquisition of fellow French company Zodiac Aerospace. The merger, says the consultancy, has created the world’s third-largest first-tier supplier, and is likely to drive substantial revenue growth in coming years feeding through to a ""significant increase"" in its 2018 brand value.

Every year, Brand Finance values the 25 biggest brands across several industries, including aerospace and defence. Its values are based on an estimate of what a brand owner would collect by licensing the brand on the open market. The consultancy takes into account a number of factors, such as marketing investment, stakeholder equity, and business performance, to judge what proportion of a business's revenue is down to the brand.

Outside the top 10, Rockwell Collins has seen its value soar by the most, ironic as its brand is soon to be subsumed into a new Collins Aerospace Systems unit after its takeover by United Technologies. The US company jumps from 19th in 2017 to 13th this year, with a brand value of $1.8 billion, a rise of 112%. The brand has had ""an extremely strong year"" with revenues increasing to a record $6.8 billion and a major acquisition with B/E Aerospace. The new ownership by United Technologies – itself up 14% to $3.4 billion brand value – ""is bound to have an even more transformative impact on the brand"", says the consultancy.

There are three new entrants in the Top 25, two of them from outside the main aerospace manufacturing territories of Europe and North America. These are AviChina – a holding company with a variety of aerospace interests and the first Chinese entrant in the ranking – which is placed 20th with a brand value of $933 million; Rheinmetall, the German metals and aerostructures supplier, in 22nd with a value of $862 million; and 25th-placed United Aircraft of Russia, with an estimated value of $669 million.

Only one company in the Top 25 has seen its brand value fall over the year: Italian group Leonardo, with a drop of 2% to give it a value of $1.69 billion. That may be partly a result of the extensive rebrand the company carried out in 2016, abandoning traditional trading names such as Alenia and AgustaWestland, and even its own former brand, Finmeccanica, in favour of a new divisional structure with everything from helicopters to training aircraft to defence electronics carrying the Leonardo label.

STRONG GROWTH

Brand Finance says brands in the sector grew an average of 22% over the year, faster than in the other industries it surveys. ""This was a great year for aerospace and defence brands, with a strong commercial jet market and increased planned defence spending in both the USA and globally,"" says director Savio D’Souza. ""The brands are growing bigger and are building up capacity for expansion, as in the case with UTC taking over Rockwell Collins and with Boeing's new deal with Embraer. Across the sector, we have seen steady growth, yet the balance of power remains very much the same as few brands in the league table change ranks.""

Over the six years Brand Finance has carried out the research, Boeing has been the biggest beneficiary of the largest companies in the survey, seeing its value more than double from under $10 billion in 2012. Airbus has seen its brand value drop from a peak of around $15 billion in 2014. Lockheed Martin's brand value has also more than doubled from less than $3 billion in 2012, while General Dynamics and Northrop Grumman have experienced more modest growth.

Get all the coverage from the Farnborough air show on our dedicated event page",Flight Global,0
"RAF FAIRFORD, England (Reuters) - Turkey’s plans to buy the Russian S-400 missile defence system would give a weapon used by “known foes” of NATO deep insight into the radar-evading F-35 fighter jets arriving in growing numbers in Europe, the top U.S. Air Force general in Europe said.

FILE PHOTO: An Israeli Air Force F-35 fighter jet flies during an aerial demonstration at a graduation ceremony for Israeli Air Force pilots at the Hatzerim air base in southern Israel, December 27, 2017. REUTERS/Amir Cohen/File Photo

General Tod Wolters, also the NATO Allied Air Commander, told Reuters the issue was worrying, but he was working to maintain strong military ties with the NATO member for now.

“Anything that an S-400 can do that affords it the ability to better understand a capability like the F-35 is certainly not to the advantage of the coalition,” said Wolters, who was in Britain for an air chiefs conference in London and the Royal International Air Tattoo at RAF Fairford.

U.S. and NATO officials want to prevent the Russian-built defence system from accumulating information about Lockheed Martin (LMT.N) F-35 fighter jets just as they are gaining a foothold in Europe.

Norway, Britain and Italy will have a total of 40 F-35s in Europe by the end of the year, with 24 more to be delivered next year and the Netherlands to receive two jets as well, according to a spokesman for the U.S. Air Force.

Turkey’s plans to buy the Russian air and missile defence system have raised tensions with Washington, and U.S. lawmakers are seeking to block the transfer of any F-35 jets to Turkey.

A senior U.S. official last month said Turkey was a key NATO ally, but its purchases of the F-35 would be at risk and Ankara would face sanctions if it proceeded to buy the S-400.

Ankara received its first F-35 jet at the Lockheed plant in Texas last month, although the aircraft will stay in the United States for training.

“The Turks have to make a choice. They’re either going to be part of NATO or they’re going to move into the Russian camp in terms of defence,” said David Deptula, a retired Air Force general and industry consultant.

He said NATO would never integrate an S-400 system into its integrated air defence system because it would give the Russian-built system data about operating tactics and procedures that could be transferred to other users.

Operating an F-35 nearby would also allow the S-400 system to glean key information about range of detection and other characteristics of the aircraft, potentially undermining any element of surprise.

Wolters said NATO was worried about “how much, for how long and how close” any F-35s would be operated near the S-400 systems. “All those would have to be determined. We do know for right now it is a challenge.”

But he said his contacts with the Turkish air force remained “rock solid” despite the dispute over the S-400, focussing on current security threats.

“For right now, all the conversations surrounding that challenge have not hindered at all the strong relationship that we have with the Turkish air force and the great alliance that the two nations have together,” he said. “We want to make sure that for now we’re continuing on that path.”",Reuters,0
"FARNBOROUGH, England (Reuters) - The United States has struck a preliminary deal to buy F-35 jets from Lockheed Martin (LMT.N) worth about $13 billion (9.82 billion pounds), clearing the way for a larger multi-year purchase that aims to bring the cost per jet down to $80 million by 2020, sources said.

FILE PHOTO: Israeli Air Force F-35 fighter jets fly over the Mediterranean Sea during an aerial show as part of the celebrations for Israel's Independence Day marking the 70th anniversary of the creation of the state, in Tel Aviv, Israel April 19, 2018. REUTERS/Amir Cohen/File Photo

The deal for 141 F-35s lowers the price of the F-35A, the most common version of the stealthy fighter jet, to about $89 million, down around 6 percent from $94.3 million in the last deal struck in February 2017, the sources familiar with the talks said.

Bringing down the cost of the world’s most expensive defence programme is crucial to securing more orders, both in the United States and abroad.

President Donald Trump and other U.S. officials have criticised the F-35 programme for delays and cost overruns, but the price per jet has steadily declined in recent years as production increased.

The current “handshake” deal will be solidified along with pricing and other terms in a contract that will be announced in the coming weeks, the sources said, on condition of anonymity because the talks were private.

The agreement with the U.S. Department of Defense removes a crucial road block from the ongoing negotiations for a multi-year deal for the fighters that is expected to consist of three tranches over fiscal years 2018-2020.

The Pentagon and Lockheed Martin “have made progress and are in the final stages of negotiation,” the Pentagon’s head of acquisitions Ellen Lord said in a statement, adding the two sides had reached “a handshake agreement which symbolises the Department of Defense’s commitment to equip” U.S and allied forces, while giving “great value” to the U.S. taxpayer.

Last summer, Reuters reported that F-35 customers including Australia, Denmark, Israel, Italy, Japan, the Netherlands, Norway, Turkey, South Korea, Britain and the United States had aimed to procure 135 or more jets in fiscal year 2018 for delivery in 2020 for about $88 million per jet.

In addition, negotiations were ongoing for the multi-year U.S. deal that was said to be worth more than $37 billion, and encompassing a record 440 F-35 fighter jets.

But negotiations for this 11th batch of jets extended because new Pentagon leaders drilled deep into the programme to understand it and its costs, prolonging negotiations for the multi-year “block buy,” the sources said.

On Sunday, a Lockheed Martin representative said the handshake agreement on the production contract for the 11th lot of F-35 aircraft was in place, but the total value and cost per variant would be released when the contract was finalised.

The F-35 comes in 3 variants: the F-35A conventional take-off and landing model; the F-35B, a short take-off/vertical landing version; and the F-35C, used aboard aircraft carriers.

The F-35 programme is aiming to grow the fleet to more than 3,000 jets and bring the unit price of the F-35A closer to $80 million in 2020 through efficiencies gained by ordering in larger quantifies.

The jet had production problems in 2017, but Lockheed still hit its 2017 target to deliver 66 to the United States and its allies.

Lockheed is aiming to deliver 91 jets in 2018 and the Bethesda, Maryland-based weapons maker hopes to nearly triple annual production to more than 160 jets in 2023.

Despite the challenges the programme has faced, the jet completed its flight testing in April. In May, Israel said it had been the first country to use the fighter in combat.

New international customers are also possible. In February, the U.S. State Department approved the possible sale of 34 F-35s to Belgium for as much as $6.53 billion. Belgium is due to make a decision on a new fighter later this year.

General Tod Wolters, the top U.S. Air Force general in Europe and NATO’s Allied Air Commander, said the new warplane was taking root in Europe.

“It’s a game-changing system,” Wolters told Reuters ahead of the Royal International Air Tattoo military air show in England. “We’re in the process of integrating the F-35 into the complete environment, not just the airspace.”

Norway, Britain and Italy will have received 40 F-35s in Europe by the end of the year.

Lockheed is the prime contractor for the jet. Its partners including Northrop Grumman Corp (NOC.N), United Technologies Corp’s (UTX.N) Pratt & Whitney and BAE Systems Plc (BAES.L).",Reuters,0
"FILE PHOTO: A Viva Aerobus Airbus A320-200 aircraft prepares to land at Benito Juarez International Airport in Mexico City, Mexico January 10, 2018. Picture taken January 10, 2018. REUTERS/Daniel Becerril

FARNBOROUGH, England (Reuters) - Europe’s Airbus (AIR.PA) is in talks with Viva Aerobus for a repeat order of up to 40 of its A320neo-family jets, industry sources said on Sunday.

The Mexican budget carrier has ordered 55 Airbus single-aisle aircraft of which 17 have so far been delivered.

An order for 40 aircraft would be worth some $4.4 billion at list prices, depending on the exact variant chosen.

Airbus declined to comment. The airline was not immediately available for comment.",Reuters,0
"FILE PHOTO: PR agent Elsa Goette sits in a Rolls-Royce engine of an Airbus A350-900 of Ethiopian Airlines during a site-inspection at Fraport airport in Frankfurt, Germany, May 22, 2017. REUTERS/Kai Pfaffenbach/File Photo

FARNBOROUGH, England (Reuters) - British jet engine maker Rolls-Royce (RR.L) has designed a propulsion system for a flying taxi and is starting a search for partners to help develop a project it hopes could take to the skies as soon as early next decade.

Rolls-Royce said on Sunday it had drawn up plans for an electric vertical take-off and landing (EVTOL) vehicle, or flying taxi, which could carry four to five people at speeds of up to 250 miles per hour for approximately 500 miles.

The company, which makes engines for planes, helicopters and ships, joins a variety of companies racing to develop flying taxis, which could revolutionise the way people travel.

Long the stuff of science fiction and futuristic cartoons such as “The Jetsons”, aviation and technology leaders are working to make electric-powered flying taxis a reality, including Airbus (AIR.PA), U.S. ride- sharing firm Uber and a range of start-ups including one backed by Google (GOOGL.O) co-founder Larry Page, called Kitty Hawk.

Rolls-Royce’s design will be showcased in digital form at the Farnborough Airshow, which starts on Monday. The company is looking for an airframer and a partner to provide aspects of the electrical system to help commercialise the project.

Rolls-Royce said in a statement it was well-placed to play a leading role in the “personal air mobility” market.

“The initial concept vehicle uses gas turbine technology to generate electricity to power six electric propulsors specially designed to have a low noise profile,” the company said, adding the design used its existing M250 gas turbine.

Rolls’s design would not require re-charging because the battery is charged by the gas turbine, it said, adding it could use existing infrastructure such as heliports and airports.",Reuters,0
"FARNBOROUGH, England (Reuters) - Brazilian planemaker Embraer (EMBR3.SA) is pushing the low maintenance costs and fuel burn of its E2 jet as it battles tougher competition from the rival A220, now backed by Airbus (AIR.PA), executives said on Sunday.

FILE PHOTO: The the E195-E2 commercial jet's first prototype is pictured in Sao Jose dos Campos, Brazil, March 7, 2017. REUTERS/Roosevelt Cassio/File Photo

“I’m hopeful that we’ll be able to present a good showing on Tuesday,” John Slattery, President and CEO Embraer Commercial Aviation, told Reuters onboard its E190-E2 jet, looking ahead to possible order announcements at this week’s Farnborough air show.

Boeing (BA.N) earlier this month struck a deal for a controlling stake in the commercial aircraft arm of Embraer under a new $4.75 billion (3.59 billion pounds) joint venture, coming after Airbus completed a deal to take control of rival Bombardier’s (BBDb.TO) Cseries programme.

Embraer was dealt a blow last week when JetBlue opted for the A220-300, formerly known as the Cseries, over the Embraer model.

Speaking separately ahead of the air show, Bombardier Commercial Aircraft President Fred Cromer said the Airbus deal allowed the former Cseries to reach its full potential.

“It’s the best aircraft in that segment. It’s a clean-sheet design, it’s not a re-engine of an existing platform,” he said, adding its benefit lay in low operating costs and fuel savings.

The E190-E2, which Embraer is showing at Farnborough with a shark painted on its nose, is the first of three new-generation aircraft in Embraer’s commercial jet line-up with new wings and new Pratt & Whitney (UTX.N) engines aimed at improving fuel efficiency.

“The combination of knowledge gained from the first generation and the new technology is what makes us unique,” Rodrigo Silva e Souza, vice president marketing, Embraer Commercial Aviation, said, highlighting fuel burn and longer maintenance intervals as the main savings for operators.

The smallest version of the E2, the E175-E2 has been slowed due to a scope clause in U.S. pilots’ contracts that bars it from the U.S. regional aviation market due to its weight.

Slattery said Embraer was still planning entry into service towards the end of 2021, adding he saw opportunities outside of North America, such as replacing turboprops being flown in south-east Asia and CIS countries.

Bombardier’s Cromer said he didn’t expect the scope clause to be changed any time soon, adding that benefitted its CRJ aeroplane.

Meanwhile, U.S. carriers are still interested in the current version of the E175, Slattery said, adding that jet would continue to be produced as long as it’s required.",Reuters,0
"On the first day of Farnborough, Bombardier unveiled to the world a CRJ900 decked out in the company's new Atmosphere cabin, highlighting a series of upgrades aimed at propelling the venerable regional jet into its next chapter.

The Canadian manufacturer is showcasing the cabin, supplied by Zodiac Aerospace, in a Delta Air Lines CRJ900 on the static display at the show.

Delta has ordered 20 CRJ900s with the Atmosphere cabin.

BillyPix

""There is a tremendous opportunity for the CRJ,"" Bombardier president of commercial aircraft Fred Cromer said during an unveiling event.

Bombardier projects airlines will need 5,750 large regional aircraft within 20 years.

Cromer calls the Atmosphere cabin a ""direct response to what our customers are looking for"".

He and other Bombardier executives praised the Atmosphere cabin for providing more space for passengers and for having newly designed overhead bins that can accommodate large carry-on bags. The design also includes mood lighting, in-seat power and larger lavatories, the company says.

Delta managing director of fleet transactions Daniel Pietrzak calls the Atmosphere cabin ""very impressive"", saying it will mesh seamlessly with the experience provided on Delta's larger aircraft.

Get all the coverage from the Farnborough air show on our dedicated event page",Flight Global,0
"Rolls-Royce has frozen the design for a demonstrator version of its UltraFan future engine programme, which is to be run in ground tests in 2021.

Sign in/Register here

Registration gives you instant free access to FlightGlobal’s news, in-depth analysis, insight and opinion from our global team of experts, and access to our Flight International and Flight Airline Business online libraries.



You’ll only need to log in once to access FlightGlobal’s premium free content.



Already Registered? Sign in

Activate your free account",Flight Global,0
"Pratt & Whitney is increasing maintenance capacity for its PW1000G geared turbofan.

The US manufacturer says eight service centres will be available by 2020 for the engine family, which has been affected by several technical issues since it entered service in 2016.

Today, the PW1100G – an option for Airbus A320neo family jets – is serviced at the manufacturer’s Columbus Engine Center in US state Georgia, by programme partners Japanese Aero Engines and MTU, and by MRO provider Lufthansa Technik .

P&W’s shop additionally supports PW1500Gs and PW1900Gs, which power Airbus A220s and Embraer E2 E-Jets, respectively

Delta TechOps has been recently recruited as a network partner to service PW1100Gs and PW1500Gs.

LHT and MTU support PW1100Gs at their respective facilities in Hamburg and Hannover in Germany. The two companies are in the process of building a jointly owned overhaul shop near Polish city Rzeszow. This is scheduled to become operational in 2020 and will additionally support PW1500Gs and PW1900Gs.

P&W information shows that LHT’s regional engine shop in German town Alzey will also service PW1500Gs.

The engine maker previously disclosed that its Eagle Services Asia overhaul shop in Singapore will service PW1100Gs and PW1500Gs from 2019.

P&W vice-president engines services Eva Azoulay states: ""We are focused on ensuring the GTF engine operates at the highest level of performance and reliability throughout the life of the engine.""",Flight Global,1
"Boeing has won a $4.7bn (£3.6bn) order for 14 777 Freighters, firing the opening salvo against rival Airbus SE in a contest for business on day one of the Farnborough Airshow.

The US planemaker said logistics group DHL had placed the order and acquired purchase rights for seven additional freighters.

The transaction is one of hundreds set to be at the annual aerospace jamboree in Hampshire, where deals worth up to £600bn are likely to be struck.

Boeing is expected to confirm demand for air transport is rising after Airbus lifted forecasts last week, citing strong economic growth in emerging markets and the need to replace older planes in Western markets.

The bullish outlook was underscored ahead...",Telegraph,0
"Britain is aiming to be the first nation in the world to have a fleet of unmanned fighter jets, it has emerged, as the new Tempest jet was unveiled.

The Defence Secretary, Gavin Williamson, said the Ministry of Defence (MoD) will invest £2billion by 2025 to deliver the new plane, which will be in service by 2035.

The ability for some aircraft to fly on missions unmanned will significantly reduce the risk to pilots. Tempest will be able to operate against the highest threats whilst minimising the chances of losing aircrew.

The Tempest fighter jet will be ""optionally manned"" and will be able to be flown without a pilot in the aircraft. Future laser Directed Energy Weapons will also be incorporated....",Telegraph,0
"For all the understandable headlines around the ­arrival of aerospace’s big two in the regional jet sector, there remains an unanswered question at the heart of the issue: will Airbus and Boeing finally be the catalyst for demand in this part of the market?

When Bombardier launched what is now the A220 family in 2008, it forecast that the 100-150-seat ­segment would generate more than 6,000 deliveries over the following 20 years.

We are now halfway through that period and only about 800 aircraft in that size class (and not just the CSeries) have actually been delivered. There appears to have been a shocking analytical mistake.

Some people are sceptical about OEM forecasts but, in fact, they are remarkably accurate predictors of macroeconomic demand, with a couple of outlier exceptions. The 100-150-seat category is one such case.

For reasons that are not fully explained, the Boeing 737-700, Airbus A318, A319, Embraer 195 and, yes, the A220-100 and -300 have failed to live up to the expectations of the industry’s best economists.

It may be that their models are simply errant. It is possible that airlines simply have no need for an ­aircraft sized between a large regional jet and a medium-sized narrowbody.

Indeed, there was even a question mark over ­Airbus’s sudden optimism for the sector as it took over the CSeries, particularly because it seemed to contradict its own market outlook. Back in October, the ­European manufacturer put 20-year demand for aircraft in the A220-size class at 4,450 units – flat on previous predictions and a declining proportion of the overall narrowbody market.

On the other hand, it could be that nobody has come up with the right package – which includes not just the product, but the credibility of the manufacturer to support and sell the jets as well.

Airbus’s new ownership of the A220 family and Boeing’s tentative agreement to acquire ownership of the E195, as well as the rest of the E-Jet range will, if anything, answer the mystery of what is keeping the 100-150-seat sector from complying with the industry’s predictions.

JetBlue Airways’ order for 60 A220-300s less than 10 days after Airbus took over the programme probably indicates the answer.

The coming days at the Farnborough air show are likely to provide even more clarity.",Flight Global,0
"Boeing now plans to make a launch decision on the New Mid-market Airplane (NMA) in 2019 but remains committed to an entry-into-service date in 2025, chief executive Dennis Muilenburg said on the eve of the Farnborough air show.

The proposed concept for a 200-270-seat family of aircraft with 4,000-5,000nm range has been on Boeing's drawing boards since 2012, but the launch decision is still at least six-18 months away.

Boeing executives emphasised in the pre-air-show news conference that the six-year development schedule would be feasible if the board of directors approved the launch decision next year.

""We're also not going to be rushed to a decision,"" Muilenburg says. ""It's about pushing the future production system more than about pushing technology.""

Boeing has proposed an aircraft with a hybrid fuselage cross-section, which is generally taken to mean a wider passenger cabin and a narrower cargo bay.

Get all the coverage from the Farnborough air show on our dedicated event page",Flight Global,0
"Two years have passed since the last Farnborough air show – an event that was overshadowed by the UK’s vote, weeks earlier, to leave the EU.

During those 24 months, you would think the government (actually governments, given the change of administration in 2017) might have taken the opportunity to offer a coherent vision for Brexit.

But here we are on the eve of the 2018 edition of Farnborough and the narrative is still dominated by uncertainty and political in-fighting.

The UK government has finally published its policy on the separation, one that envisions a soft Brexit and some form of economic partnership with the EU. Crucially, the country would remain in regulatory alignment with the European Aviation Safety Agency. But inevitably, hardline Brexiteers believe that a no-deal solution would be better than the government’s latest proposal, which leaves the UK a “vassal” state.

At some point, those visions of utopia must collide with reality. Airbus is not crying wolf when it warns of supply chain constriction and production slowdowns. And nor is the airframer bluffing when it says it will ­reconsider its presence in the UK in the event of a hard or no-deal Brexit.

Cool heads must now prevail. It is imperative for UK aerospace that the most pragmatic solution is found.

Otherwise an industry will be betrayed by Brexit.",Flight Global,0
"Airbus’s A330-900 is likely to obtain extended twin-engined operations approval in October, as the type's Rolls-Royce Trent 7000 engine closes in on certification.

The -900 is one of two aircraft in the re-engined A330neo family, and launch operator TAP Portugal's initial aircraft – on display at the Farnborough air show – has recently undertaken extensive route-proving exercises.

Rolls-Royce states that it is expecting ""imminent"" certification for the engine from the European Aviation Safety Agency, ahead of third-quarter entry into service.

Trent 7000 programme director Chris Davie says the manufacturer with then aim for ETOPS approval, with intentions for 330min clearance.

He says testing should be completed around early August. ""We'll strip the engine down, assess the components, and do that by the end of September or early October,"" he says.

Six Trent 7000s are fitted to three test A330-900s, including the TAP route-proving jet, and Rolls-Royce head of Airbus customer marketing Peter Johnston says the flight testing has progressed smoothly.

""There's a spare engine in Toulouse, but we’ve not needed it at all,"" he says. ""It hasn't even come out of its box.""

Johnston describes the Trent 7000 as a ""twin"" to the Trent 1000-TEN, combining the Trent 1000 architecture with Trent XWB technology.

While Davie is not specific about the fuel savings achieved during test flights, he says that the manufacturer is ""confident the engine meets design targets for fuel burn"".

Rolls-Royce has claimed a 10% specific fuel consumption improvement on the earlier Trent 700 for the A330. Airbus says that, once adjusted for the higher engine weight and aerodynamic improvements, the A330neo will cut fuel burn by 14%.

Airbus has landed orders for 224 A330-900s. The Trent 7000 will also power the smaller A330-800, set to begin test flights later this year.

Get all the coverage from the Farnborough air show on our dedicated event page",Flight Global,0
"The content below has been provided by a third party and does not necessarily represent the views or opinion of FlightGlobal

If you’re an airline executive, you’ve likely spent a moment or two trying to decode your passengers’ complicated and often contradictory desires. In surveys, air travellers regularly cite cabin comfort and seat pitch as points of dissatisfaction, yet overwhelmingly indicate that the true driver of their purchase is ticket price.

Last year, a Reuters/Ipsos poll found that only 28% of passengers were willing to pay more for a better seat.1

In order for airlines to keep fares low and passengers comfortable cabin interior designers are tasked with finding ways to get creative about space.

Thankfully, advances in manufacturing, modern materials and updates to all the trappings that comprise cabin interiors have brought us to a new era. As a result, airlines can now juggle the conflicting requirements of passenger satisfaction, brand differentiation and corporate profits.

1- Winning aesthetics

Passengers want to feel they are getting more value for money. In short, bright and stylish cabins create an impression of luxury and quality that leaves passengers with a greater feeling of well-being. Based on this, they may even choose the cabins of one airline over another.

New, lighter, stronger materials and aesthetically appealing cabin designs now make it more likely you can impress a passenger with a cabin environment that’s comfortable, cost-effective and customizable to suit an airline’s unique brand.

Aircraft manufacturers have taken full advantage of these new technologies in their redesigned aircraft interiors. “Our goal is to ensure that each and every passenger feels as though they are getting an upgrade on every flight,” says Patrick Baudis, Vice President of Marketing at Bombardier Commercial Aircraft. Efficient and aesthetically appealing design gives the feeling of more space.

For instance, OEMs have focused on new ways to use wall paneling to enhance the look of windows, making them appear larger. Advances in LED technology now mean that cabin lights can be mood lights too, enabling airlines to customize the cabin environment based on the time of day for a more peaceful and relaxing passenger experience.

2- Right-sized bins

More restrictive checked baggage policies have led to a crunch in the passenger cabin as fliers jockey for overhead bin space. As a result, bins are being redesigned to address this pain point for customers.

Now, even regional jets have bins that fit standard North American carry-on bags. For instance, those on Bombardier’s new Atmosphère cabin on the CRJ Series can accommodate bags that are 40% larger than typical airline dimensions. The airframer has done this without taking space away from seated passengers.

The upside here is three-fold – passengers get the space they need to bring a bag onboard; airlines don’t have the fuss, hassle and added labour cost of convincing passengers to sky check bags at the gate; and passengers are less likely to notice the difference between a mainline flight (on a bigger aircraft) and regional flight (on a smaller aircraft). The experience – from seats to overhead bins – is now more comparable.

3-Keeping everyone in mind

Putting humans at the centre of cabin design has never been a one-size-fits-all proposition. Both airframers and airlines will have to becomemore inclusive when it comes to almost everything – from seating to lavatories.

Today, even lavatories on the biggest wide-body jets can be tricky for the average passenger to access. And, for persons with reduced mobility (PRM), going to the bathroom can be daunting. A leading advocacy group for such passengers says that 52% of Americans older than 65 have some form of disability.2 These travellers must be accounted for.

Recent advances in lavatory design have allowed engineers to build wider, more accommodating doors for those who might need them. More hygienic features such as touchless faucets and anti-bacterial surfaces along with easy-to-manipulate controls improve the overall experience. From an aesthetic perspective, new lighting and optional windows make a bathroom break at 30,000 feet more appealing – for everyone.

4-Everyone means everyone

Thoughtful interior design must also take cabin crew into account. That’s why the placement of monuments and crew areas truly matters. Ensuring that flight attendants have ample room to move and that monuments in the cabin are easily accessed can reduce stress for front-line employees – and make it easier for them to deliver better-quality service.

In short, ergonomic and easy-to-use design allows an airline’s most important ambassadors to focus on passengers’ needs and promote an airline’s unique brand of service.

Still, cabin crews aren’t the only airline team members to keep in mind.

As demand for premium seats varies from route to route, it’s essential for airlines to have flexibility to maximize profitability. To solve this, some OEMs are now building easy-to-move dividers between economy and premium cabins, which means maintenance crews can easily reconfigure a cabin to meet shifting demand for seat types. Additionally, galley and cargo areas offer multiple configuration options, allowing an airline to customize aircraft to suit specific markets.

5- Keeping everyone connected

It’s predicted that, within the next three years, more than 17,000 commercial aircraft will offer passengers some form of connectivity, which is a significant increase from 6,500 aircraft in 2016. Even low-cost carriers (LCCs), once adamant that in-flight connectivity was an unnecessary frill, are acknowledging that Wi-Fi is absolutely necessary in order to compete.

Some inflight Wi-Fi providers, such as Gogo and Panasonic, are developing systems to personalize a passenger’s experience. Now, travelers can access internet and on-demand entertainment options with their handheld devices, even on regional jets, where seatback inflight entertainment (IFE) systems haven’t typically been installed. This creates even more continuity between an airline’s mainline jets and the smaller regional aircraft. Now passengers can expect everything from the smaller types that they do from the big ones.

The world of commercial aviation, from mainline to regional jets, is forever evolving to meet the requirements of ever-demanding airlines and the people who keep those airlines flying. From passengers to crew, it’s important that cabin design responds appropriately and empathetically to these demands. If done properly, it bodes well for both people and profit.

See how the human-centric cabin design in Bombardier’s new CRJ Series Cabin can enhance your brand.

Sources:

1 Traveling Cheap

2 Open Doors Organization",Flight Global,0
"Arralis has introduced a new Ka band phased array aircraft antenna that it says will great improve the throughput of satellites to aircraft.

Arralis says the antenna relies on the company’s analogue phase shifts, which allow the satellite beam to steered electronically. It has applications both for commercial and military aircraft.

“The Arralis compact, lightweight and aerodynamic Ka band phased array antennas, that need no stabilisation requirements, are 400% smaller than their Ku band counterparts and are made specifically with airliners, business jets, military aircraft and unmanned aerial vehicles in mind,” says the company.

“The innovative antenna will open up the aircraft markets to high data rates and low latency satellite communications.”

Get all the coverage from the Farnborough air show on our dedicated event page",Flight Global,0
"Rolls-Royce has shipped the first production Airbus A330neo powerplant to the airframer’s assembly line in Toulouse.

The Trent 7000 engine was despatched on 15 July, the engine manufacturer has disclosed.

Rolls-Royce is expecting certification of the engine shortly from the European Aviation Safety Agency.

The Trent 7000, with a thrust range of 68-72,000lb, will power both the A330-900 and -800 variants.

Airbus has taken orders for 224 A330neos. The first is set to enter service with TAP Portugal later this year.

Get all the coverage from the Farnborough air show on our dedicated event page",Flight Global,0
